word,log_odds_ratio
valve,1.10661
vanderbilt,0.17028
vanuatu,0.79224
variant,0.57163
variation,0.4519
variations,0.73504
varied,0.39444
varies,0.28369
variety,0.91071
various,0.86462
vary,0.85776
varying,0.64286
vascular,1.29654
vast,0.76054
vegetable,1.89185
vegetables,0.69405
vein,0.70188
venezuela,0.79224
venture,1.43826
verde,0.79224
verify,0.32805
version,0.64202
versions,0.20306
versus,0.46828
vessel,0.90172
vessels,1.17215
veterans,0.53936
via,1.01923
viable,0.60382
viagra,2.59743
vice,0.76364
victims,0.34128
video,0.85776
videos,0.21338
viet,0.79224
view,0.7128
viewed,1.7873
vincent,0.90962
viral,1.29526
virgin,0.73504
virginia,1.16436
virtual,1.43826
virtually,0.36461
virus,0.7968
viruses,1.16436
visible,0.55011
vision,0.80537
visit,0.71027
visited,2.59743
visiting,0.64362
visits,0.78214
visual,0.88745
vital,0.67565
vitamin,0.74195
vitamins,0.57641
vitro,2.22747
voice,1.14815
volume,1.92898
volunteers,0.75569
vomiting,0.71837
voted,0.28521
vs,0.90172
vulnerable,0.78214
waist,1.03248
wait,0.8715
waited,0.64362
waiting,0.80651
wake,0.76054
walk,1.22208
walked,0.85867
walker,0.25648
walking,1.01703
walks,2.16274
wall,1.10033
wallis,0.79224
walls,1.61938
walnuts,0.85928
walter,0.21338
wang,0.36596
want,0.59429
wanted,0.68405
wants,0.88745
war,0.55011
ward,0.64286
warfarin,1.10661
warm,0.93784
warn,0.64286
warned,0.63978
warning,0.54428
warns,1.72961
warrant,2.02222
warranted,0.85928
wary,0.46692
wash,1.10661
washington,0.61966
waste,0.96748
watch,0.67692
watched,0.92077
watching,0.64209
water,0.46375
wave,0.51301
waves,1.03262
way,0.78092
wayne,0.25648
ways,0.98967
weak,0.51197
weakened,2.02222
weakness,0.27186
wear,1.74236
wearing,0.64133
wears,1.55536
webmd,0.72134
website,0.55803
wedding,0.96748
wednesday,0.75381
week,0.82886
weekend,0.73504
weekly,0.51639
weeks,0.71778
weigh,0.17028
weighing,0.64362
weight,0.70616
weill,0.51301
welcome,0.67565
welcomed,0.46692
well,0.78116
wellness,0.99242
went,1.04658
west,0.51197
western,0.63823
whatever,1.56261
wheat,0.36596
whenever,1.47863
whereas,1.23377
whether,0.53307
white,0.8183
whole,0.74815
whose,0.71246
wide,0.91071
widely,0.48278
wider,0.5698
widespread,0.53504
wife,1.7873
william,0.98629
willing,0.65702
window,0.89118
wine,1.10799
winter,1.43826
wire,1.80179
wires,0.51404
wish,0.28521
withdrawal,0.17028
within,0.81779
without,0.69059
woke,0.85928
woman,0.76087
womb,0.85928
women,0.83868
wonder,0.24255
wondered,1.29399
wonderful,0.68547
wondering,0.25648
word,0.22275
words,0.3924
wore,2.88243
work,0.58902
worked,0.53961
worker,1.29274
workers,0.85867
working,0.925
works,0.79407
world,0.88272
worldwide,0.69663
worn,2.61472
worried,0.72044
worries,0.28369
worrisome,0.21338
worry,0.56421
worse,0.7898
worsen,0.55011
worsening,1.89185
worst,1.12157
worth,0.50902
worthwhile,0.28521
would,0.63408
wound,0.64286
wounds,1.03248
write,0.54298
writer,0.28369
writes,0.69016
writing,1.14943
written,0.34774
wrong,0.62137
wrote,0.57896
wsj,0.31609
www,1.38276
yale,0.30525
year,0.69073
yearly,1.19346
years,0.6789
yeast,0.96748
yemen,0.79224
yervoy,0.85928
yes,0.54057
yet,0.65815
yielded,0.42766
yoga,0.94997
yogurt,0.70188
york,0.4402
young,0.57482
younger,0.75503
youth,0.70188
zambia,0.79224
zealand,0.58205
zero,1.00358
zimbabwe,0.73504
zone,0.21338
